id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0681264,1,2016-01-05 12:36:37,2016-01-05 12:46:52,1,-73.98863983154298,40.73654556274415,-73.97413635253906,40.75046157836913,N,615
id3476801,1,2016-04-25 02:11:10,2016-04-25 02:28:10,1,-73.96288299560547,40.64959716796875,-73.98789978027342,40.72790908813477,N,1020
id2400581,1,2016-02-26 03:03:52,2016-02-26 03:16:12,1,-73.98609161376955,40.73096466064453,-73.95172882080078,40.731258392333984,N,740
id1050805,2,2016-06-29 09:47:08,2016-06-29 09:53:25,1,-73.97997283935547,40.76552963256836,-73.97686767578125,40.75856018066406,N,377
id1812544,2,2016-04-22 09:28:24,2016-04-22 09:39:15,1,-73.98037719726562,40.74820327758789,-73.98197937011719,40.75653839111328,N,651
id1455893,1,2016-03-21 17:57:11,2016-03-21 18:02:40,1,-73.9849624633789,40.7480697631836,-73.97801208496094,40.752349853515625,N,329
id0600428,2,2016-04-06 20:20:32,2016-04-06 20:26:26,6,-73.94335174560547,40.83633041381836,-73.93670654296875,40.840091705322266,N,354
id0671746,2,2016-06-02 13:30:58,2016-06-02 13:46:49,2,-73.96917724609375,40.748291015625,-73.98384857177734,40.74826431274415,N,951
id3221963,1,2016-05-09 22:51:02,2016-05-09 23:01:36,1,-73.97289276123048,40.76437377929688,-73.96143341064453,40.77933883666992,N,634
id0823919,2,2016-02-13 00:06:30,2016-02-13 00:32:46,5,-73.9318618774414,40.7539176940918,-73.85680389404298,40.71294021606445,N,1576
id2224197,1,2016-01-10 13:13:23,2016-01-10 13:19:42,1,-73.98712158203125,40.739158630371094,-73.97471618652342,40.75550079345703,N,379
id1020163,2,2016-05-19 19:07:34,2016-05-19 19:10:03,1,-73.95982360839844,40.81721115112305,-73.9530029296875,40.8108787536621,N,149
id1494270,2,2016-03-02 21:07:35,2016-03-02 21:22:52,5,-73.99568176269531,40.73351287841797,-73.95255279541014,40.76833724975585,N,917
id3655984,2,2016-05-15 14:49:39,2016-05-15 14:51:09,2,-73.95565795898438,40.7683219909668,-73.95158386230467,40.77387237548828,N,90
id1239232,2,2016-03-05 22:31:55,2016-03-05 22:40:13,1,-73.98651885986328,40.76067352294922,-73.9766616821289,40.7496452331543,N,498
id0969372,2,2016-06-29 09:50:15,2016-06-29 10:06:03,2,-73.99469757080078,40.72488021850585,-73.99279022216798,40.742839813232415,N,948
id3771403,2,2016-06-24 09:02:27,2016-06-24 09:24:49,1,-73.95144653320312,40.77001953125,-73.97541046142578,40.75144958496094,N,1342
id0577279,1,2016-05-20 01:43:22,2016-05-20 02:02:40,1,-74.00923919677734,40.73797225952149,-73.95991516113281,40.81055450439453,N,1158
id2229882,2,2016-05-07 23:44:29,2016-05-07 23:46:00,1,-73.9696273803711,40.797943115234375,-73.96965789794923,40.80036163330078,N,91
id2692401,1,2016-03-11 08:23:06,2016-03-11 08:35:11,1,-73.98218536376955,40.77770233154297,-73.98738098144531,40.75579833984375,N,725
id0286669,2,2016-06-14 08:15:23,2016-06-14 08:21:31,1,-73.98236846923827,40.774768829345696,-73.97689056396483,40.764381408691406,N,368
id3903002,2,2016-05-14 19:46:03,2016-05-14 20:00:55,1,-73.99830627441406,40.74523162841797,-73.96623229980467,40.756439208984375,N,892
id0441444,2,2016-06-09 14:29:34,2016-06-09 14:32:12,1,-73.99360656738281,40.7246208190918,-74.00010681152342,40.725528717041016,N,158
id3417362,2,2016-06-08 14:54:42,2016-06-08 15:04:26,1,-73.95915222167969,40.77518081665039,-73.96060180664062,40.77744674682617,N,584
id1837138,1,2016-01-02 20:15:43,2016-01-02 20:17:56,1,-73.98856353759766,40.7785758972168,-73.98342895507811,40.779563903808594,N,133
id2927740,1,2016-04-12 15:27:58,2016-04-12 15:43:41,1,-73.98665618896483,40.75806427001953,-73.99596405029298,40.75079345703125,N,943
id0206830,2,2016-05-06 02:13:53,2016-05-06 02:36:03,1,-73.9625015258789,40.76072311401367,-73.9391326904297,40.84322738647461,N,1330
id1762227,1,2016-05-25 08:26:27,2016-05-25 08:56:38,1,-73.97933197021484,40.76181411743164,-74.01604461669923,40.71510314941406,N,1811
id0555565,2,2016-01-16 19:44:03,2016-01-16 19:47:53,1,-73.99224090576173,40.73102188110352,-73.99224090576173,40.723968505859375,N,230
id0110901,2,2016-06-20 19:30:06,2016-06-20 19:32:43,1,-73.98229217529298,40.77801132202149,-73.97856903076173,40.782711029052734,N,157
id0524703,1,2016-01-10 19:54:21,2016-01-10 20:20:28,1,-73.9901351928711,40.76715087890625,-73.99012756347656,40.76704788208008,N,1567
id3475152,1,2016-04-15 10:57:47,2016-04-15 11:14:39,1,-73.96707153320312,40.761585235595696,-73.97097778320312,40.761878967285156,N,1012
id1910372,2,2016-05-25 18:30:40,2016-05-25 18:56:34,1,-73.98980712890625,40.75751876831055,-74.00630187988281,40.70605850219727,N,1554
id0921155,2,2016-01-01 16:17:18,2016-01-01 16:32:08,5,-74.01582336425781,40.70489883422852,-73.99813842773438,40.72397994995117,N,890
id0339389,2,2016-03-13 18:58:54,2016-03-13 19:10:54,5,-73.9446792602539,40.78005599975585,-73.8730926513672,40.7743034362793,N,720
id3546342,2,2016-02-16 19:33:29,2016-02-16 19:38:23,2,-73.99071502685547,40.73982238769531,-73.99998474121094,40.73294448852539,N,294
id2383775,1,2016-01-19 23:48:52,2016-01-20 00:08:42,1,-74.00244903564453,40.730369567871094,-73.98075866699219,40.78006362915039,N,1190
id0647177,1,2016-01-14 08:30:13,2016-01-14 08:44:23,1,-73.99752807617188,40.72124862670898,-74.00353240966798,40.73553085327149,N,850
id1449414,1,2016-03-17 15:17:30,2016-03-17 15:27:31,2,-73.99097442626955,40.751014709472656,-74.00233459472656,40.76045989990234,N,601
id3581049,1,2016-02-14 22:20:56,2016-02-14 22:29:18,1,-73.9552001953125,40.77852630615234,-73.97000122070312,40.79650497436523,N,502
id2329475,2,2016-04-18 16:52:31,2016-04-18 17:15:23,1,-73.87283325195312,40.7740592956543,-73.97657012939453,40.75178909301758,N,1372
id1334478,2,2016-06-02 16:21:29,2016-06-02 17:17:42,6,-74.00453186035155,40.74235534667969,-74.17788696289062,40.69554138183594,N,3373
id1112297,2,2016-04-25 23:14:17,2016-04-25 23:18:26,1,-73.9711380004883,40.79304122924805,-73.95680236816406,40.78329086303711,N,249
id3327676,1,2016-04-10 02:34:39,2016-04-10 02:48:20,1,-73.98970794677734,40.72539520263672,-74.00901794433594,40.70447540283203,N,821
id3589883,1,2016-05-06 21:20:21,2016-05-06 21:22:44,1,-73.96522521972656,40.75932693481445,-73.95928955078125,40.76328659057617,N,143
id3586665,2,2016-06-28 10:30:49,2016-06-28 10:39:36,1,-73.9681396484375,40.76242446899415,-73.97805023193358,40.76320266723633,N,527
id1037511,2,2016-03-19 23:17:19,2016-03-19 23:33:18,2,-73.99723052978516,40.71958923339844,-73.98890686035155,40.74502944946289,N,959
id0145424,1,2016-03-26 19:51:48,2016-03-26 20:28:33,3,-73.78108978271484,40.64499282836913,-73.98350524902342,40.75753402709961,Y,2205
id1800223,2,2016-03-25 23:26:43,2016-03-25 23:44:48,5,-73.98869323730467,40.739479064941406,-73.97705078125,40.7879295349121,N,1085
id1330630,2,2016-04-15 19:27:47,2016-04-15 19:53:22,1,-73.98577117919923,40.74386596679688,-73.9827651977539,40.78213882446289,N,1535
id1808139,2,2016-03-10 11:40:04,2016-03-10 11:47:11,2,-73.94628143310547,40.7729606628418,-73.96138000488281,40.75945281982422,N,427
id2902694,2,2016-03-01 14:22:36,2016-03-01 14:30:47,2,-73.96563720703125,40.77141189575195,-73.96676635742188,40.76129913330078,N,491
id0902022,2,2016-05-07 15:16:22,2016-05-07 15:25:30,1,-73.99424743652342,40.75090026855469,-73.97798156738281,40.752418518066406,N,548
id3139103,2,2016-04-26 10:04:36,2016-04-26 10:17:39,1,-73.99565887451173,40.72507858276367,-73.99040985107422,40.74026107788085,N,783
id3402585,2,2016-04-29 16:05:00,2016-04-29 16:10:05,5,-73.96507263183594,40.76354217529297,-73.95356750488281,40.77954864501953,N,305
id3733084,2,2016-06-09 16:15:22,2016-06-09 16:22:59,1,-73.9808120727539,40.78929901123047,-73.96659088134766,40.807411193847656,N,457
id3613748,2,2016-04-18 19:08:47,2016-04-18 19:32:40,3,-73.9574661254883,40.77655029296875,-73.99524688720702,40.733646392822266,N,1433
id1929866,2,2016-05-03 22:55:09,2016-05-03 23:01:07,1,-73.96611785888672,40.75806427001953,-73.98101806640625,40.74106979370117,N,358
id1045380,2,2016-05-05 08:01:26,2016-05-05 08:21:53,3,-73.94976043701173,40.77220916748047,-73.99214172363281,40.74879837036133,N,1227
id0645124,1,2016-01-31 20:11:58,2016-01-31 20:27:17,1,-74.00717163085938,40.71791458129883,-73.99368286132812,40.69576644897461,N,919
id1444098,1,2016-05-14 00:42:49,2016-05-14 00:53:36,1,-73.9605712890625,40.65938949584961,-73.92900085449219,40.646339416503906,N,647
id3020069,1,2016-03-31 02:31:56,2016-03-31 02:41:53,1,-73.9534454345703,40.77534103393555,-73.97974395751955,40.78970336914063,N,597
id2668817,1,2016-06-01 18:48:28,2016-06-01 19:11:59,4,-73.96326446533203,40.77503204345703,-73.98021697998048,40.75092315673828,N,1411
id2578670,2,2016-01-24 17:35:35,2016-01-24 18:01:19,1,-73.86295318603516,40.76921081542969,-73.9855728149414,40.66119384765625,N,1544
id1922777,1,2016-05-04 18:17:14,2016-05-04 18:38:06,1,-74.0102005004883,40.72102737426758,-73.99903869628906,40.6884765625,N,1252
id2133709,1,2016-03-24 15:09:36,2016-03-24 15:54:46,1,-74.01299285888672,40.70207214355469,-73.86222839355469,40.76868438720703,N,2710
id1004354,2,2016-03-01 14:46:09,2016-03-01 14:55:22,6,-74.0052261352539,40.72216796875,-73.99205780029298,40.743408203125,N,553
id3325829,2,2016-02-14 19:11:14,2016-02-14 19:24:53,5,-73.9990692138672,40.73079299926758,-73.98057556152342,40.730484008789055,N,819
id0473916,1,2016-02-10 14:37:32,2016-02-10 14:56:06,1,-73.98834991455078,40.71832275390625,-73.87025451660156,40.773109436035156,N,1114
id1525269,1,2016-05-24 09:51:47,2016-05-24 09:56:43,1,-73.98666381835938,40.761905670166016,-73.9945755004883,40.766090393066406,N,296
id3570133,1,2016-03-10 22:20:06,2016-03-10 22:33:16,1,-73.99077606201173,40.74600601196289,-73.99152374267578,40.72365951538085,N,790
id3989708,2,2016-03-10 15:56:37,2016-03-10 16:03:04,2,-73.9908447265625,40.74534225463867,-73.98145294189453,40.749996185302734,N,387
id2375156,2,2016-05-26 21:26:14,2016-05-26 21:36:39,6,-73.9875259399414,40.74420166015625,-73.97531890869139,40.72987365722656,N,625
id0046111,1,2016-06-13 23:49:23,2016-06-14 00:10:00,1,-73.8728790283203,40.77413940429688,-73.84934234619139,40.882904052734375,N,1237
id2913513,2,2016-04-20 12:27:05,2016-04-20 13:06:45,5,-73.87291717529298,40.77421188354492,-73.98209381103516,40.77465057373047,N,2380
id3106547,2,2016-06-18 01:01:57,2016-06-18 01:09:33,2,-73.9945068359375,40.726158142089844,-73.99996948242188,40.73408126831055,N,456
id0222336,1,2016-05-05 14:45:46,2016-05-05 14:59:08,1,-73.99114990234375,40.74989318847656,-73.97855377197266,40.76168823242188,N,802
id1916391,2,2016-05-24 16:33:13,2016-05-24 16:44:40,2,-73.98612976074219,40.740516662597656,-73.9896240234375,40.749866485595696,N,687
id3314002,1,2016-02-26 09:49:54,2016-02-26 09:56:23,1,-73.98768615722656,40.75733184814453,-73.9876937866211,40.76539611816406,N,389
id3853071,2,2016-05-08 04:32:11,2016-05-08 04:37:40,3,-73.99015808105469,40.76192092895508,-73.99840545654298,40.74024200439453,N,329
id2949778,2,2016-05-11 15:35:33,2016-05-11 15:48:30,5,-73.97112274169923,40.7588005065918,-73.99659729003906,40.73640823364258,N,777
id3564068,1,2016-05-04 09:10:03,2016-05-04 09:18:33,1,-73.98292541503906,40.7421875,-73.99287414550781,40.74144744873047,N,510
id1186235,1,2016-03-02 15:29:30,2016-03-02 15:53:34,1,-73.9819107055664,40.7327537536621,-73.9889144897461,40.76383972167969,Y,1444
id2781670,1,2016-01-30 12:45:38,2016-01-30 13:03:34,2,-73.8707504272461,40.7738037109375,-73.95988464355469,40.76928329467773,N,1076
id3650702,1,2016-03-03 21:15:45,2016-03-03 21:26:50,1,-73.9750747680664,40.7617073059082,-73.98556518554686,40.77821350097656,N,665
id0350619,1,2016-05-23 18:36:58,2016-05-23 18:49:25,2,-73.9905548095703,40.73052215576172,-73.98062133789062,40.72177505493164,N,747
id0864830,2,2016-01-29 22:14:26,2016-01-29 22:22:40,1,-73.992919921875,40.76301193237305,-73.9799270629883,40.78211212158203,N,494
id0740472,2,2016-04-14 22:58:27,2016-04-14 23:16:30,1,-74.00971221923827,40.7104721069336,-73.96714782714845,40.69438934326172,N,1083
id0853678,2,2016-05-16 19:30:31,2016-05-16 20:03:43,5,-73.77685546875,40.64534759521485,-73.9358901977539,40.75444793701172,N,1992
id1733412,2,2016-06-06 00:47:33,2016-06-06 00:58:28,5,-73.99330139160156,40.74216842651367,-73.94944763183594,40.78504943847656,N,655
id2092852,2,2016-01-21 22:14:08,2016-01-21 22:19:42,1,-74.00515747070312,40.70921325683594,-74.01022338867188,40.70522689819336,N,334
id2177162,2,2016-05-29 12:54:52,2016-05-29 13:00:07,2,-73.97659301757811,40.753173828125,-73.98139190673827,40.7661018371582,N,315
id0616181,1,2016-02-27 18:00:18,2016-02-27 18:07:17,1,-73.9929962158203,40.742713928222656,-73.98404693603516,40.74354553222656,N,419
id1848012,2,2016-05-01 18:00:22,2016-05-01 18:12:11,1,-73.97722625732422,40.76605224609375,-73.97752380371094,40.74258041381836,N,709
id0721032,2,2016-05-24 16:41:46,2016-05-24 17:00:49,3,-73.9805679321289,40.75094985961913,-73.953857421875,40.77901840209961,N,1143
id0057839,1,2016-02-14 22:05:38,2016-02-14 22:13:19,1,-73.99226379394531,40.72509765625,-73.9912567138672,40.74072647094727,N,461
id1725659,2,2016-02-22 14:37:20,2016-02-22 15:09:27,1,-73.87451934814453,40.774089813232415,-73.90556335449219,40.88697814941406,N,1927
id0804733,2,2016-01-22 06:55:03,2016-01-22 06:57:55,5,-73.9609375,40.76036834716797,-73.94924926757811,40.763099670410156,N,172
id2646601,2,2016-06-16 22:31:20,2016-06-16 22:49:15,1,-73.9854736328125,40.727455139160156,-73.9912567138672,40.703529357910156,N,1075
id3625545,1,2016-04-09 10:12:12,2016-04-09 10:25:41,1,-73.97882843017578,40.76680374145508,-73.94673919677734,40.77617263793945,N,809
id1828203,2,2016-04-20 14:03:36,2016-04-20 14:14:33,2,-73.98269653320312,40.73938369750977,-73.98707580566406,40.74552917480469,N,657
id2026658,2,2016-04-12 18:49:29,2016-04-12 19:12:57,1,-73.95806884765625,40.7649803161621,-73.99651336669923,40.73215866088867,N,1408
id0004490,1,2016-05-17 17:05:31,2016-05-17 17:47:03,1,-73.86283111572266,40.76892852783203,-73.98856353759766,40.75287628173828,N,2492
id2456043,1,2016-06-28 14:46:37,2016-06-28 15:34:58,1,-73.98194122314453,40.75569152832031,-73.7835464477539,40.64376449584961,N,2901
id1021579,2,2016-04-15 02:57:28,2016-04-15 03:24:13,1,-73.98677825927734,40.7640495300293,-73.98303985595702,40.677650451660156,N,1605
id0174948,1,2016-03-25 02:42:45,2016-03-25 02:55:06,1,-73.9535903930664,40.78807067871094,-73.99203491210938,40.74935150146485,N,741
id3848498,2,2016-02-21 19:40:13,2016-02-21 19:57:43,6,-73.99989318847656,40.718128204345696,-73.98243713378906,40.71834945678711,N,1050
id1427220,2,2016-04-16 17:25:38,2016-04-16 17:38:28,1,-73.97926330566406,40.7442512512207,-73.97554016113281,40.765789031982415,N,770
id1731918,2,2016-02-07 12:29:32,2016-02-07 12:50:09,1,-74.00691986083984,40.73527145385742,-73.98819732666014,40.76398849487305,N,1237
id1787330,2,2016-05-31 01:57:28,2016-05-31 02:14:46,2,-73.98725128173827,40.69298934936523,-74.00016021728516,40.61486053466797,N,1038
id3457392,1,2016-06-21 19:22:51,2016-06-21 19:29:40,1,-73.95291900634766,40.76799011230469,-73.96193695068358,40.77662658691406,N,409
id1177076,2,2016-05-21 23:05:17,2016-05-21 23:10:37,2,-73.99610900878906,40.74386596679688,-73.98722839355469,40.742012023925774,N,320
id3186373,1,2016-05-12 14:55:48,2016-05-12 15:10:27,2,-73.94539642333984,40.774261474609375,-73.95702362060547,40.76628494262695,N,879
id0235755,1,2016-01-08 08:36:31,2016-01-08 08:45:20,1,-74.00825500488281,40.7151756286621,-74.0115966796875,40.708194732666016,N,529
id0995825,1,2016-02-01 10:08:35,2016-02-01 10:14:24,1,-73.94931030273438,40.77322387695313,-73.9635009765625,40.77679061889648,N,349
id3579409,2,2016-04-14 20:53:58,2016-04-14 21:00:02,5,-73.96127319335938,40.8065185546875,-73.97338104248048,40.78491973876953,N,364
id0815924,1,2016-03-05 12:20:04,2016-03-05 12:22:56,1,-73.98738098144531,40.7334098815918,-73.98772430419923,40.7286262512207,N,172
id2718259,1,2016-03-20 06:25:39,2016-03-20 06:36:19,1,-73.99247741699219,40.763648986816406,-74.00587463378906,40.72724914550781,N,640
id0070438,1,2016-04-22 15:17:31,2016-04-22 15:28:20,1,-73.99825286865234,40.73523712158203,-73.98526763916014,40.73365783691406,N,649
id3197967,1,2016-05-10 00:28:00,2016-05-10 00:46:44,1,-73.79014587402342,40.647159576416016,-73.73981475830078,40.70870971679688,N,1124
id1348400,1,2016-04-16 09:45:37,2016-04-16 09:49:55,1,-73.95494079589844,40.78911590576172,-73.95670318603516,40.778411865234375,N,258
id0562315,1,2016-02-20 10:07:48,2016-02-20 10:35:45,1,-73.99948120117188,40.73011016845703,-73.86519622802734,40.7706413269043,N,1677
id2227591,1,2016-04-03 13:22:42,2016-04-03 13:33:05,1,-73.99588012695312,40.75908660888672,-73.97834014892578,40.75271606445313,N,623
id3412968,2,2016-06-04 19:35:54,2016-06-04 19:39:26,2,-73.98980712890625,40.74163818359375,-73.98979187011719,40.74102020263672,N,212
id1801051,1,2016-06-29 20:52:00,2016-06-29 20:59:23,1,-73.9840316772461,40.75001907348633,-73.97993469238281,40.74163436889648,N,443
id2072921,2,2016-04-19 22:15:23,2016-04-19 22:26:22,1,-73.95140075683594,40.76045227050781,-73.927978515625,40.75785446166992,N,659
id0409185,1,2016-05-18 16:00:54,2016-05-18 16:21:17,1,-73.95879364013672,40.77988052368164,-73.97464752197266,40.76163864135742,N,1223
id0157858,2,2016-06-14 09:32:49,2016-06-14 09:59:33,2,-74.01634216308595,40.7152099609375,-74.00138854980467,40.751548767089844,N,1604
id1370055,2,2016-04-26 20:37:58,2016-04-26 21:01:59,1,-73.9887161254883,40.774238586425774,-73.92385864257811,40.8095588684082,N,1441
id3008691,2,2016-02-19 14:56:15,2016-02-19 15:03:00,2,-73.96295928955078,40.77260971069336,-73.9742431640625,40.778770446777344,N,405
id1508919,1,2016-03-03 07:12:49,2016-03-03 07:53:21,1,-73.99634552001955,40.72391891479492,-73.78337097167969,40.643741607666016,N,2432
id0478138,1,2016-04-16 18:53:25,2016-04-16 19:12:20,1,-73.98342895507811,40.73897933959961,-74.00463104248048,40.73042678833008,N,1135
id0801008,1,2016-01-07 08:29:07,2016-01-07 08:53:49,1,-73.95232391357422,40.77310562133789,-73.99651336669923,40.7509994506836,N,1482
id0897440,2,2016-06-18 02:13:06,2016-06-18 02:27:40,2,-73.98733520507811,40.72844314575195,-73.9475326538086,40.779296875,N,874
id3229709,2,2016-04-15 22:11:19,2016-04-15 22:19:04,3,-73.98193359375,40.77310180664063,-73.95970916748048,40.77523040771485,N,465
id1086155,1,2016-01-21 15:07:46,2016-01-21 15:38:02,1,-74.0062484741211,40.717018127441406,-73.9609375,40.76995849609375,N,1816
id3472715,1,2016-06-29 00:01:57,2016-06-29 00:46:41,1,-73.97320556640625,40.7642936706543,-73.89714813232422,40.67826843261719,N,2684
id3469804,2,2016-02-10 17:10:53,2016-02-10 17:22:44,1,-74.00833129882812,40.71173477172852,-73.974609375,40.74998092651367,N,711
id3306741,2,2016-03-14 15:27:55,2016-03-14 15:33:16,1,-73.9345703125,40.80131912231445,-73.94580078125,40.78564834594727,N,321
id2613079,2,2016-01-29 23:00:25,2016-01-29 23:08:57,5,-73.98384857177734,40.72952651977539,-73.97315979003906,40.747825622558594,N,512
id3688765,1,2016-03-29 21:17:50,2016-03-29 21:29:41,1,-73.97073364257811,40.76411437988281,-73.99327850341797,40.76289367675781,N,711
id0443852,1,2016-03-27 16:46:38,2016-03-27 16:53:40,1,-73.98343658447266,40.761024475097656,-73.97319793701173,40.76422882080078,N,422
id2362654,2,2016-02-11 15:13:39,2016-02-11 15:21:51,5,-73.98128509521484,40.75078201293945,-73.9819107055664,40.75882339477539,N,492
id1144114,2,2016-04-29 16:40:27,2016-04-29 16:43:17,1,-74.00180053710938,40.74079132080078,-73.99713134765625,40.74720001220703,N,170
id0629568,2,2016-04-22 13:30:47,2016-04-22 13:47:13,2,-73.96976470947266,40.76043319702149,-73.97957611083984,40.74456024169922,N,986
id1637915,1,2016-04-10 01:45:36,2016-04-10 02:01:16,1,-73.98958587646483,40.730918884277344,-74.00801849365234,40.70806503295898,N,940
id2478310,1,2016-06-08 13:35:43,2016-06-08 13:40:00,1,-73.97148895263672,40.782413482666016,-73.96929931640625,40.79269027709961,N,257
id3592173,2,2016-05-10 22:02:06,2016-05-10 22:16:48,1,-73.98877716064453,40.732120513916016,-73.98877716064453,40.732120513916016,N,882
id2104182,2,2016-03-14 11:44:14,2016-03-14 12:40:29,1,-73.78983306884766,40.64388275146485,-73.99029541015625,40.74517059326172,N,3375
id1871759,1,2016-04-17 09:29:55,2016-04-17 09:55:43,2,-73.98486328125,40.744483947753906,-74.17755889892578,40.69049453735352,N,1548
id3056715,1,2016-03-31 20:04:27,2016-03-31 20:28:22,1,-73.9817657470703,40.771427154541016,-73.98834991455078,40.72763442993164,N,1435
id0497860,2,2016-01-28 23:14:54,2016-01-28 23:26:23,1,-73.99388885498048,40.72050094604492,-73.964599609375,40.71963119506836,N,689
id0170979,2,2016-05-22 22:23:50,2016-05-22 22:52:32,2,-73.97776794433594,40.757190704345696,-73.9850311279297,40.67074966430664,N,1722
id2302801,2,2016-04-12 23:24:08,2016-04-12 23:50:08,1,-73.87313079833984,40.773921966552734,-74.01519775390625,40.70940017700195,N,1560
id1271381,2,2016-02-21 19:26:56,2016-02-21 19:39:54,2,-74.0059585571289,40.74034118652344,-73.98316192626955,40.759521484375,N,778
id3446166,1,2016-03-18 11:16:57,2016-03-18 11:28:28,1,-73.986572265625,40.75174331665039,-73.97056579589844,40.75566101074219,N,691
id3058522,1,2016-05-12 15:05:59,2016-05-12 15:32:22,1,-73.99449920654298,40.7321891784668,-73.98377227783203,40.75471115112305,N,1583
id3172495,2,2016-01-01 09:39:10,2016-01-01 10:00:43,1,-73.99512481689453,40.74981689453125,-73.94623565673827,40.81885147094727,N,1293
id3567228,2,2016-01-29 19:17:21,2016-01-29 19:21:37,1,-73.95420837402342,40.77901840209961,-73.96905517578125,40.78523254394531,N,256
id1159632,2,2016-05-24 02:40:57,2016-05-24 02:53:40,3,-74.0064468383789,40.73902893066406,-73.97229766845702,40.79145812988281,N,763
id2809643,1,2016-04-08 16:47:47,2016-04-08 17:38:34,3,-74.01608276367188,40.71495819091797,-73.94375610351562,40.802772521972656,N,3047
id1274222,2,2016-03-09 07:02:06,2016-03-09 07:05:37,6,-73.96206665039062,40.79537963867188,-73.95359802246094,40.78702926635742,N,211
id1331409,1,2016-04-23 13:21:07,2016-04-23 13:30:34,1,-73.98834991455078,40.746131896972656,-74.0035400390625,40.7436408996582,N,567
id1920143,1,2016-03-23 07:20:04,2016-03-23 07:29:31,1,-73.97077178955078,40.75787353515625,-73.97418975830078,40.74276351928711,N,567
id3540933,2,2016-06-27 21:57:55,2016-06-27 22:08:15,1,-73.9969711303711,40.7371482849121,-73.98429870605469,40.76034164428711,N,620
id2862909,2,2016-04-11 08:09:12,2016-04-11 08:32:32,1,-74.01177978515625,40.72164916992188,-73.98162078857422,40.7588996887207,N,1400
id1313186,2,2016-04-30 15:57:11,2016-04-30 16:13:49,2,-74.01387786865234,40.70970916748047,-73.99458312988281,40.75053024291992,N,998
id3027532,1,2016-04-18 03:18:41,2016-04-18 04:08:26,2,-73.9930419921875,40.76309585571289,-73.90793609619139,40.6770896911621,N,2985
id1813122,1,2016-02-18 13:43:41,2016-02-18 14:13:26,1,-73.99627685546875,40.7277946472168,-73.97686004638672,40.77730178833008,N,1785
id2989365,2,2016-02-12 23:23:38,2016-02-12 23:46:58,5,-73.87300872802734,40.7741584777832,-73.98046875,40.78192138671875,N,1400
id2307369,2,2016-02-01 09:05:11,2016-02-01 09:20:33,1,-73.98381042480467,40.76506423950195,-73.98979949951173,40.75173568725585,N,922
id3127358,2,2016-02-09 13:45:37,2016-02-09 14:02:55,1,-73.96109771728516,40.76908874511719,-73.95449829101562,40.80038833618164,N,1038
id2243739,2,2016-03-08 20:54:03,2016-03-08 21:06:07,1,-73.98229217529298,40.75725173950195,-73.95375061035155,40.77297973632813,N,724
id0813292,1,2016-06-25 11:27:16,2016-06-25 11:31:09,1,-73.98982238769531,40.75600814819336,-73.98992156982422,40.76314163208008,N,233
id2949336,1,2016-03-15 19:12:08,2016-03-15 19:17:32,1,-73.99764251708984,40.72579193115234,-73.98655700683594,40.722129821777344,N,324
id3151478,2,2016-04-12 09:00:16,2016-04-12 09:10:47,1,-73.97012329101562,40.752830505371094,-73.95401763916014,40.76647186279297,N,631
id2030974,2,2016-06-19 22:32:37,2016-06-19 22:40:03,1,-73.984619140625,40.7446517944336,-74.00385284423827,40.74282836914063,N,446
id2212305,1,2016-05-19 14:39:11,2016-05-19 15:05:54,1,-73.86253356933594,40.7690315246582,-73.9453582763672,40.75048065185547,N,1603
id1740159,2,2016-04-10 17:38:21,2016-04-10 17:46:55,1,-73.98936462402342,40.74340057373047,-73.98326110839844,40.73440170288085,N,514
id3814387,2,2016-06-09 09:23:20,2016-06-09 09:36:47,1,-73.94943237304686,40.78489303588867,-73.95440673828125,40.76600646972656,N,807
id0096064,2,2016-01-25 23:04:05,2016-01-25 23:12:12,1,-74.00564575195312,40.706302642822266,-73.97161102294923,40.7496337890625,N,487
id3903577,2,2016-01-09 06:58:29,2016-01-09 07:28:42,1,-74.00296020507811,40.74454879760742,-73.78341674804686,40.64896011352539,N,1813
id2240426,1,2016-05-27 10:00:44,2016-05-27 10:01:24,1,-73.9828109741211,40.73537826538085,-73.98508453369139,40.7321662902832,N,40
id3107155,2,2016-06-02 16:25:45,2016-06-02 16:31:36,2,-73.96772003173827,40.787330627441406,-73.97869873046875,40.78507614135742,N,351
id0389586,2,2016-03-02 23:04:08,2016-03-02 23:24:53,6,-73.94612884521484,40.77729034423828,-74.00482940673827,40.74084091186523,N,1245
id3538269,1,2016-06-03 08:41:18,2016-06-03 09:20:38,1,-73.99982452392578,40.7232780456543,-73.9652099609375,40.77167510986328,N,2360
id0466679,1,2016-01-16 13:25:13,2016-01-16 13:36:06,1,-73.95216369628906,40.7730598449707,-73.97501373291014,40.75261306762695,N,653
id0448853,1,2016-03-16 18:30:09,2016-03-16 18:57:16,1,-73.97392272949219,40.74232864379883,-73.98171997070312,40.77337646484375,N,1627
id2630918,2,2016-06-18 08:37:43,2016-06-18 08:42:55,2,-74.00530242919923,40.74790954589844,-73.99532318115234,40.74148941040039,N,312
id0575344,2,2016-05-25 22:26:00,2016-05-25 22:32:27,1,-73.98847961425781,40.76398849487305,-73.9891586303711,40.77336883544922,N,387
