id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id1679429,West 16th Street,3rd Avenue,2346.2,327.3,5,West 16th Street|Union Square West|East 14th Street|3rd Avenue|3rd Avenue,185.7|167.6|435.5|1557.4|0,26.8|28.1|62.2|210.2|0,depart|end of road|turn|turn|arrive,none|right|left|left|arrive,"-73.992665,40.737335|-73.990738,40.736526|-73.991692,40.735204|-73.987182,40.733293|-73.978223,40.745539"
id1298286,Avenue B,East 13th Street,1566.6,219.6,5,Avenue B|East 11th Street|4th Avenue|East 13th Street|East 13th Street,135.5|1034.1|176.1|220.9|0,28.2|138.5|26.3|26.6|0,depart|turn|end of road|turn|arrive,left|left|right|left|arrive,"-73.980244,40.726401|-73.979469,40.727468|-73.990203,40.731965|-73.989868,40.733528|-73.992162,40.734488"
id2489401,West 13th Street,East 12th Street,2141.2,278.4,6,West 13th Street|6th Avenue|West 14th Street|Broadway|East 12th Street|East 12th Street,290.3|87.9|586|180.8|996.2|0,36.6|13.9|72.3|26.8|128.8|0,depart|turn|turn|turn|turn|arrive,right|right|right|right|left|arrive,"-73.994329,40.735402|-73.997341,40.736668|-73.99684,40.737361|-73.990752,40.734816|-73.991114,40.733214|-73.980786,40.728859"
id2649965,Columbus Avenue,Central Park West,753.0,69.6,4,Columbus Avenue|West 96th Street|Central Park West|Central Park West,127.5|271.7|353.8|0,16.5|21.9|31.2|0,depart|turn|turn|arrive,none|left|right|arrive,"-73.966796,40.793861|-73.967529,40.792858|-73.964707,40.791674|-73.966736,40.788889"
id3575065,East 86th Street,West 76th Street,3548.2,343.2,9,East 86th Street|5th Avenue|86th Street Transverse Road|West 86th Street|Broadway|West 79th Street|West End Ave.|West 76th Street|West 76th Street,897.3|87.7|907.6|699.5|577|104.6|248.4|26.2|0,78.1|9.5|103.6|58.7|47.9|14|27.7|3.7|0,depart|end of road|turn|new name|turn|turn|turn|turn|arrive,none|left|right|straight|left|right|left|left|arrive,"-73.951099,40.777631|-73.960414,40.781545|-73.960919,40.780856|-73.969349,40.785303|-73.976607,40.788361|-73.980084,40.783893|-73.98117,40.78435|-73.982595,40.782395|-73.982323,40.782281"
id1801917,1st Avenue Tunnel,6th Avenue,2114.2,167.1,4,1st Avenue Tunnel|East 53rd Street|6th Avenue|6th Avenue,678.4|1375.5|60.4|0,55|108.2|3.9|0,depart|turn|turn|arrive,none|left|right|arrive,"-73.96863,40.750397|-73.964793,40.755756|-73.979057,40.761771|-73.97871,40.762246"
id0338021,East Houston Street,East Houston Street,447.7,72.1,3,East Houston Street|East Houston Street|East Houston Street,95.9|351.8|0,20.7|51.4|0,depart|continue|arrive,left|uturn|arrive,"-73.99159,40.723907|-73.992644,40.724231|-73.98899,40.72297"
id3683860,West 33rd Street,Central Park South,2736.4,306.6,6,West 33rd Street|7th Avenue|West 32nd Street|6th Avenue|Central Park South|Central Park South,108|77|275.3|2180.1|96|0,17.5|16.1|38.3|228.5|6.2|0,depart|turn|turn|turn|turn|arrive,right|left|left|left|right|arrive,"-73.99,40.74984|-73.99112,40.750312|-73.991563,40.749706|-73.988708,40.748504|-73.976221,40.765671|-73.975226,40.765251"
id0740877,Spring Street,West 51st Street,5540.0,665.5,12,Spring Street|Crosby Street|East Houston Street|Lafayette Street|4th Avenue|Union Square East|Park Avenue South|Park Avenue Tunnel|East 49th Street|6th Avenue|West 51st Street|West 51st Street,44.8|327.6|46.4|788.9|388.6|251.9|1253.4|1353.4|630|158.9|296.1|0,12|39.7|10.8|102.5|53.5|34.2|170.4|126.9|51.2|19.7|44.6|0,depart|turn|turn|turn|new name|new name|new name|fork|turn|turn|turn|arrive,none|left|right|left|straight|straight|straight|slight left|left|right|left|arrive,"-73.99844,40.722864|-73.997975,40.722669|-73.995903,40.725161|-73.99538,40.725032|-73.99041,40.731002|-73.989898,40.734456|-73.988932,40.736522|-73.981781,40.746402|-73.974347,40.756523|-73.980883,40.759274|-73.979972,40.760525|-73.983043,40.761819"
id1378534,Lexington Avenue,East 74th Street,1772.0,167.9,3,Lexington Avenue|East 74th Street|East 74th Street,1718.2|53.8|0,160.2|7.7|0,depart|turn|arrive,none|left|arrive,"-73.951383,40.785251|-73.96125,40.77173|-73.960693,40.771494"
id3656329,8th Avenue,West 59th Street,1465.4,200.1,6,8th Avenue|Broadway|West 60th Street|Columbus Avenue|West 59th Street|West 59th Street,716.1|188.6|223|77|260.7|0,82.7|32.3|41.4|6.2|37.5|0,depart|rotary|turn|turn|turn|arrive,none|right|left|left|right|arrive,"-73.986209,40.762148|-73.981997,40.767688|-73.981993,40.768891|-73.984321,40.769841|-73.984777,40.769241|-73.987493,40.770365"
id3910541,8th Avenue,West 38th Street,1539.6,209.6,3,8th Avenue|West 38th Street|West 38th Street,1377.3|162.3|0,186.3|23.3|0,depart|turn|arrive,none|right|arrive,"-73.999528,40.743864|-73.991633,40.754707|-73.989947,40.754002"
id3922354,Madison Avenue,West 44th Street,1393.3,146.5,5,Madison Avenue|East 45th Street|7th Avenue|West 44th Street|West 44th Street,373.6|738.8|80.2|200.7|0,39.7|59.5|16.5|30.8|0,depart|turn|turn|turn|arrive,right|left|left|left|arrive,"-73.980025,40.75179|-73.977875,40.754728|-73.985534,40.757963|-73.986013,40.75734|-73.983931,40.756464"
id1464717,Madison Avenue,West 111th Street,3190.2,276.2,8,Madison Avenue|East 97th Street|97th Street Transverse|Central Park West|West 106th Street|Amsterdam Avenue|West 111th Street|West 111th Street,427|155.1|867.6|720.2|545.7|405.9|68.6|0,45.3|12.2|60|66.5|43.6|38.8|9.8|0,depart|turn|new name|turn|turn|turn|turn|arrive,right|left|straight|right|left|right|left|arrive,"-73.956125,40.784541|-73.953672,40.787901|-73.955277,40.788585|-73.964188,40.792384|-73.96004,40.798047|-73.965705,40.800431|-73.963386,40.80363|-73.964099,40.803929"
id1039232,Broadway,West End Ave.,1332.4,128.1,4,Broadway|West 96th Street|West End Ave.|West End Ave.,142.1|146.9|1043.3|0,17.2|18.9|92|0,depart|turn|turn|arrive,none|left|left|arrive,"-73.972513,40.7935|-73.971682,40.794611|-73.973207,40.795253|-73.979213,40.787049"
id1924522,Avenue A,Frankfort Street,3644.5,520.3,11,Avenue A|East Houston Street|Ludlow Street|Division Street|Chatham Square|Worth Street|Lafayette Street|Centre Street|Park Row|Frankfort Street|Frankfort Street,764.5|76|964.4|534.4|110.5|434.9|223.9|283.6|85.6|166.7|0,128.5|16|116.6|74.2|16.8|61.8|29.1|43.1|15.5|18.7|0,depart|turn|turn|new name|turn|turn|turn|turn|continue|new name|arrive,right|right|left|slight right|left|right|left|straight|uturn|straight|arrive,"-73.981894,40.728303|-73.986264,40.72228|-73.987098,40.72254|-73.991289,40.714487|-73.997594,40.714061|-73.998681,40.713519|-74.003045,40.715603|-74.003626,40.71365|-74.006088,40.712027|-74.00519,40.711983|-74.003697,40.711001"
id1461762,East 72nd Street,Madison Avenue,3055.5,253.4,5,East 72nd Street|3rd Avenue|East 96th Street|Madison Avenue|Madison Avenue,402.4|1963.1|465.5|224.5|0,32.2|162.1|40.5|18.6|0,depart|turn|turn|turn|arrive,right|right|left|right|arrive,"-73.956431,40.767987|-73.960604,40.769747|-73.949331,40.785194|-73.95416,40.787231|-73.952869,40.788997"
id0198160,Church Street,Mercer Street,1410.5,197.4,7,Church Street|Church Street|Canal Street|Greene Street|Spring Street|Mercer Street|Mercer Street,238.7|340.8|27|450|76.1|277.8|0,32.8|49.2|11.4|58.5|12.5|33|0,depart|continue|end of road|turn|turn|turn|arrive,none|slight right|right|left|right|right|arrive,"-74.007027,40.716104|-74.005587,40.717952|-74.003483,40.720557|-74.00325,40.72039|-74.000367,40.723795|-73.999609,40.723423|-74.001388,40.721321"
id3987542,West 63rd Street,West 44th Street,2467.6,252.4,7,West 63rd Street|Columbus Avenue|9th Avenue|West 46th Street|7th Avenue|West 44th Street|West 44th Street,26.9|316.5|1047.8|547.9|159.2|369.4|0,11.2|23.5|89.3|44|27.3|57.1|0,depart|turn|new name|turn|turn|turn|arrive,none|left|straight|left|right|left|arrive,"-73.982662,40.771608|-73.982942,40.771724|-73.984777,40.769241|-73.990767,40.760986|-73.985087,40.758587|-73.986013,40.75734|-73.98218,40.755727"
id3339766,Broadway,West 107th Street,922.7,97.5,5,Broadway|West 106th Street|Manhattan Avenue|West 107th Street|West 107th Street,192.7|608.5|86.5|35|0,21.5|51.2|19.8|5|0,depart|turn|turn|turn|arrive,right|right|left|left|arrive,"-73.968178,40.799604|-73.967789,40.801305|-73.961474,40.798645|-73.960976,40.799325|-73.961339,40.799478"
id0313991,East 72nd Street,Park Avenue South,4241.7,439.1,3,East 72nd Street|Park Avenue|Park Avenue South,165.7|4076|0,22|417.1|0,depart|turn|arrive,none|left|arrive,"-73.962198,40.77042|-73.963917,40.771144|-73.986821,40.739644"
id1893047,West 57th Street,Park Avenue,2957.2,288.1,7,West 57th Street|5th Avenue|East 56th Street|Madison Avenue|East 59th Street|Park Avenue|Park Avenue,334.3|85.5|154.9|252|165.8|1964.7|0,24.4|12.9|29.7|24.5|20.1|176.5|0,depart|turn|turn|turn|turn|turn|arrive,right|right|left|left|right|left|arrive,"-73.977437,40.764426|-73.973968,40.762967|-73.974457,40.762293|-73.972851,40.761615|-73.971404,40.763598|-73.969681,40.762877|-73.958372,40.778325"
id3912399,3rd Avenue,West 97th Street,3473.3,296.6,7,3rd Avenue|East 96th Street|Madison Avenue|East 97th Street|97th Street Transverse|West 97th Street|West 97th Street,1675.6|465.5|85.1|155.1|867.6|224.4|0,140.2|40.5|12.9|12.2|58.7|32.1|0,depart|turn|turn|turn|new name|new name|arrive,right|left|right|left|straight|straight|arrive,"-73.958954,40.772009|-73.949331,40.785194|-73.95416,40.787231|-73.953672,40.787901|-73.955277,40.788585|-73.964188,40.792384|-73.966515,40.793365"
id0338411,6th Avenue,1st Avenue,6607.6,617.2,6,6th Avenue|West 36th Street|1st Avenue|1st Avenue|1st Avenue Tunnel|1st Avenue,1691.9|1374.9|350.4|16.8|3173.6|0,235.6|113.4|27.5|0.9|239.8|0,depart|turn|turn|fork|fork|arrive,left|right|left|slight left|slight right|arrive,"-73.996535,40.737775|-73.986824,40.751088|-73.972564,40.74508|-73.970566,40.747842|-73.970515,40.747988|-73.952249,40.772933"
id3532754,Grand Army Plaza,East 68th Street,2083.9,198.7,8,Grand Army Plaza|Grand Army Plaza|East 59th Street|3rd Avenue|East 65th Street|1st Avenue|East 68th Street|East 68th Street,74.4|61.7|621.3|476.9|443.9|238.9|166.9|0,12.5|6|56.1|40.5|38.3|21.3|24|0,depart|continue|new name|turn|turn|turn|turn|arrive,none|left|straight|left|right|left|right|arrive,"-73.973121,40.765109|-73.973625,40.764577|-73.973015,40.764279|-73.966576,40.761555|-73.963843,40.765309|-73.95924,40.763366|-73.957867,40.765245|-73.956138,40.764513"
id1263583,West 12th Street,West 55th Street,3928.8,489.2,6,West 12th Street|5th Avenue|West 11th Street|6th Avenue|West 55th Street|West 55th Street,18.7|81.1|310.8|3510.6|7.5|0,6.1|13.1|38.9|430.1|1|0,depart|turn|turn|turn|turn|arrive,right|right|right|right|left|arrive,"-73.994779,40.734754|-73.994585,40.734672|-73.99505,40.734034|-73.998274,40.735391|-73.97814,40.763023|-73.978218,40.763056"
id0026833,2nd Avenue,Lexington Avenue,2117.1,177.4,4,2nd Avenue|East 60th Street|Lexington Avenue|Lexington Avenue,1641.5|368.7|106.9|0,135.1|33.4|8.9|0,depart|turn|turn|arrive,right|right|left|arrive,"-73.954466,40.774144|-73.963905,40.761233|-73.967709,40.762872|-73.968333,40.762035"
id2733435,Madison Avenue,East 68th Street,2594.1,261.5,5,Madison Avenue|East 59th Street|Park Avenue|East 68th Street|East 68th Street,1429|165.8|714.6|284.7|0,131.6|20.1|66.8|43|0,depart|turn|turn|turn|arrive,right|right|left|right|arrive,"-73.979611,40.752355|-73.971404,40.763598|-73.969681,40.762877|-73.965576,40.768499|-73.962624,40.767252"
id1737625,Columbus Avenue,9th Avenue,1707.8,134.3,3,Columbus Avenue|9th Avenue|9th Avenue,341.1|1366.7|0,26.9|107.4|0,depart|new name|arrive,right|straight|arrive,"-73.982801,40.771918|-73.984777,40.769241|-73.992597,40.758476"
id1459373,West 53rd Street,East 85th Street,5706.2,472.5,11,West 53rd Street|10th Avenue|Amsterdam Avenue|West 65th Street|65th Street Transverse|East 65th Street|3rd Avenue|East 86th Street|2nd Avenue|East 85th Street|East 85th Street,453|491|475.9|547.3|885.6|620.8|1718.4|216|88.1|210.2|0,35.8|43.7|36.5|43.9|60.1|56|139.2|18.1|9|30.2|0,depart|turn|new name|turn|new name|new name|turn|turn|turn|turn|arrive,right|right|straight|right|straight|straight|left|right|right|right|arrive,"-73.98572,40.764576|-73.990425,40.766548|-73.98761,40.770413|-73.984881,40.774159|-73.979193,40.771782|-73.970281,40.768025|-73.963843,40.765309|-73.953979,40.778832|-73.951739,40.777887|-73.952241,40.777192|-73.954421,40.778112"
id0371481,East 35th Street,Broadway,3531.6,488.7,5,East 35th Street|Park Avenue|Union Square East|Broadway|Broadway,182.9|1423.2|245.8|1679.8|0,37.7|195.4|34.3|221.3|0,depart|turn|new name|turn|arrive,none|left|straight|left|arrive,"-73.97906,40.746993|-73.980953,40.747797|-73.989063,40.736577|-73.990752,40.734816|-73.999975,40.721648"
id1333589,Christopher Street,Hudson Street,1100.3,159.7,7,Christopher Street|Bleecker Street|7th Avenue South|Varick Street|Vandam Street|Hudson Street|Hudson Street,67.2|135.4|340.6|339.4|149.9|67.8|0,18|21.1|44.2|48.2|20.7|7.5|0,depart|turn|turn|new name|turn|turn|arrive,left|left|slight right|straight|right|right|arrive,"-74.003469,40.733517|-74.004251,40.733399|-74.003601,40.732286|-74.005168,40.729464|-74.005658,40.726435|-74.007423,40.726601|-74.007325,40.727206"
id1542188,Columbus Circle,Amsterdam Avenue,1262.0,124.2,7,Columbus Circle|Central Park West|West 62nd Street|Broadway|West 66th Street|Amsterdam Avenue|Amsterdam Avenue,0|418.7|140.4|369.2|221|112.7|0,0|54.3|11.5|29.6|20.6|8.2|0,depart|rotary|turn|turn|turn|turn|arrive,left|straight|left|right|left|right|arrive,"-73.981946,40.768414|-73.982226,40.768317|-73.980576,40.769911|-73.98204,40.770515|-73.982122,40.773833|-73.984417,40.774795|-73.98377,40.775682"
id0627388,East 71st Street,5th Avenue,167.2,28.7,3,East 71st Street|5th Avenue|5th Avenue,18.2|148.9|0,10.1|18.6|0,depart|turn|arrive,none|left|arrive,"-73.967345,40.771696|-73.967534,40.771776|-73.968382,40.770601"
id0701246,8th Avenue,West 22nd Street,2562.0,298.2,5,8th Avenue|West 47th Street|9th Avenue|West 22nd Street|West 22nd Street,26.4|273.9|2004|257.7|0,10.3|38|221.1|28.8|0,depart|turn|turn|turn|arrive,left|left|left|left|arrive,"-73.987627,40.760201|-73.987475,40.760409|-73.990316,40.761606|-74.001859,40.745856|-73.999192,40.744723"
id0184868,Lexington Avenue,East 5th Street,4522.8,506.8,5,Lexington Avenue|East 54th Street|2nd Avenue|East 5th Street|East 5th Street,62.2|369.7|3886.2|204.8|0,11.3|30.2|442.4|22.9|0,depart|turn|turn|turn|arrive,right|left|right|right|arrive,"-73.970185,40.759495|-73.970533,40.759002|-73.966702,40.757381|-73.988984,40.726792|-73.99112,40.727669"
id0971617,3rd Avenue,3rd Avenue,1265.7,100.1,2,3rd Avenue|3rd Avenue,1265.7|0,100.1|0,depart|arrive,none|arrive,"-73.959892,40.770723|-73.952624,40.780683"
id2904445,East 56th Street,NewYork Hospital Drive,2059.9,229.0,7,East 56th Street|3rd Avenue|East 65th Street|1st Avenue|East 68th Street|NewYork Hospital Drive|NewYork Hospital Drive,255.1|728.1|443.9|238.9|348.6|45.3|0,46.1|60.4|38.3|21.3|52.2|10.7|0,depart|turn|turn|turn|turn|turn|arrive,none|left|right|left|right|slight left|arrive,"-73.970725,40.760724|-73.96808,40.759607|-73.963843,40.765309|-73.95924,40.763366|-73.957867,40.765245|-73.954212,40.763858|-73.954301,40.764152"
id3082817,West 58th Street,3rd Avenue,2213.8,214.2,7,West 58th Street|7th Avenue|West 57th Street|Lexington Avenue|East 48th Street|3rd Avenue|3rd Avenue,153.6|87.9|1051|722.4|156.7|42.1|0,26.3|13.1|72.2|70.5|29.8|2.3|0,depart|turn|turn|turn|turn|turn|arrive,right|right|left|right|left|left|arrive,"-73.98113,40.766878|-73.979532,40.766213|-73.980036,40.765521|-73.969132,40.760929|-73.973276,40.755243|-73.971649,40.754561|-73.971408,40.754893"
id3544714,6th Avenue,East 50th Street,1008.0,105.7,5,6th Avenue|West 52nd Street|5th Avenue|East 50th Street|East 50th Street,59.2|310.9|158.8|479.1|0,7.9|38.8|19.6|39.4|0,depart|turn|turn|turn|arrive,left|right|right|left|arrive,"-73.97986,40.760677|-73.979517,40.761142|-73.976289,40.759787|-73.977201,40.758538|-73.972232,40.756444"
id0660336,Park Avenue,Park Avenue,2355.6,237.4,4,Park Avenue|Park Avenue|Park Avenue|Park Avenue,44.3|2143.8|167.4|0,10.2|205.1|22.1|0,depart|continue|continue|arrive,left|uturn|uturn|arrive,"-73.966919,40.767062|-73.967175,40.766714|-73.954739,40.783305|-73.955812,40.782282"
id3099522,Broadway,Woodside Avenue,852.7,117.5,4,Broadway|61st Street|Woodside Avenue|Woodside Avenue,74.3|688.4|90|0,6|101.1|10.4|0,depart|turn|end of road|arrive,right|right|right|arrive,"-73.901825,40.7511|-73.901056,40.750773|-73.903687,40.744914|-73.904699,40.745173"
id0700205,East 54th Street,East 13th Street,3478.7,410.2,6,East 54th Street|Park Avenue|Union Square East|Broadway|East 13th Street|East 13th Street,16.6|3014.3|245.8|94.6|107.4|0,5.1|341.9|34.3|17|11.9|0,depart|turn|new name|turn|turn|arrive,left|right|straight|left|right|arrive,"-73.972442,40.759802|-73.97227,40.759729|-73.989063,40.736577|-73.990752,40.734816|-73.990945,40.733978|-73.99206,40.734446"
id3164538,2nd Avenue,2nd Avenue,1993.5,194.8,2,2nd Avenue|2nd Avenue,1993.5|0,194.8|0,depart|arrive,none|arrive,"-73.966854,40.757173|-73.978308,40.741491"
id3626520,1st Avenue,East 77th Street,2617.2,225.5,5,1st Avenue|East 72nd Street|Park Avenue|East 77th Street|East 77th Street,1461.9|740.9|409.2|5.2|0,124.3|58.4|42.1|0.7|0,depart|turn|turn|turn|arrive,none|left|right|left|arrive,"-73.964381,40.756296|-73.955999,40.767804|-73.963683,40.771046|-73.961334,40.774266|-73.961388,40.774289"
id1947186,East 39th Street,2nd Avenue,962.8,126.4,3,East 39th Street|2nd Avenue|2nd Avenue,24.6|938.2|0,11|115.4|0,depart|turn|arrive,none|left|arrive,"-73.973335,40.747813|-73.973591,40.74792|-73.978991,40.740544"
id3847209,8th Avenue,7th Avenue,1269.1,157.4,4,8th Avenue|West 54th Street|7th Avenue|7th Avenue,894.6|273.8|100.7|0,124.8|24.1|8.5|0,depart|turn|turn|arrive,right|right|right|arrive,"-73.989404,40.757758|-73.984269,40.764798|-73.981433,40.763595|-73.982014,40.762804"
id0051238,Mulberry Street,Broadway,1485.7,219.3,10,Mulberry Street|Bleecker Street|Bowery|Cooper Square|Cooper Square|Cooper Square|4th Avenue|East 13th Street|Broadway|Broadway,35.1|208|212.9|180.7|25.2|187.3|409.8|103.7|123|0,6|32.9|29.8|29.7|3.4|22.8|58.5|20.5|15.7|0,depart|turn|end of road|new name|continue|continue|new name|turn|turn|arrive,right|right|left|straight|sharp left|right|straight|left|left|arrive,"-73.994613,40.725544|-73.994468,40.72584|-73.992143,40.725214|-73.991472,40.727059|-73.99062,40.728532|-73.990849,40.728386|-73.990759,40.729911|-73.989868,40.733528|-73.990945,40.733978|-73.991189,40.732888"
id1924631,East 86th Street,5th Avenue,763.2,69.2,3,East 86th Street|5th Avenue|5th Avenue,449|314.3|0,42.7|26.5|0,depart|end of road|arrive,left|left|arrive,"-73.955757,40.779581|-73.960414,40.781545|-73.962213,40.77907"
id2310451,9th Avenue,West 38th Street,588.6,70.2,3,9th Avenue|West 38th Street|West 38th Street,337.3|251.3|0,34.1|36.1|0,depart|turn|arrive,right|left|arrive,"-73.992532,40.758566|-73.994471,40.755913|-73.99187,40.754808"
id3781792,East 52nd Street,2nd Avenue,3815.6,428.9,5,East 52nd Street|Lexington Avenue|East 50th Street|2nd Avenue|2nd Avenue,59.1|158.8|370.5|3227.2|0,12.5|19.6|30.2|366.6|0,depart|turn|turn|turn|arrive,left|right|left|right|arrive,"-73.972064,40.758007|-73.971452,40.757748|-73.972362,40.756498|-73.96852,40.754877|-73.987031,40.729478"
id0852523,West 28th Street,Crosby Street,3746.5,519.9,10,West 28th Street|9th Avenue|Hudson Street|Hudson Street|Bleecker Street|Bleecker Street|Broadway|East Houston Street|Crosby Street|Crosby Street,437.4|1107.6|203.1|207.5|397.7|1137.3|151|79.4|25.7|0,55.1|149.7|26.7|29.2|64.4|151.1|24.6|14.3|4.8|0,depart|turn|new name|fork|turn|fork|turn|turn|turn|arrive,left|right|straight|slight right|left|slight left|right|left|left|arrive,"-74.003615,40.751549|-73.999069,40.749651|-74.005127,40.740851|-74.005469,40.739046|-74.005772,40.737195|-74.004475,40.733798|-73.995847,40.726527|-73.9968,40.725378|-73.995903,40.725161|-73.99574,40.725356"
id2805698,West 46th Street,West 47th Street,1465.9,123.1,4,West 46th Street|6th Avenue|West 47th Street|West 47th Street,1377.7|79.5|8.7|0,109.7|12.5|0.9|0,depart|turn|turn|arrive,none|left|left|arrive,"-73.996542,40.763414|-73.982254,40.75739|-73.981798,40.758016|-73.981888,40.758054"
id3361680,West 68th Street,Central Park West,1881.1,184.8,3,West 68th Street|Central Park West|Central Park West,256.2|1625|0,44.3|140.5|0,depart|turn|arrive,left|left|arrive,"-73.980482,40.774779|-73.977827,40.773656|-73.96851,40.786449"
id2411263,West 90th Street,West End Avenue,2489.0,217.3,5,West 90th Street|Central Park West|West 72nd Street|West End Avenue|West End Avenue,8.6|1480.1|821.8|178.6|0,5.4|129.1|67.2|15.6|0,depart|turn|turn|turn|arrive,right|right|right|left|arrive,"-73.967565,40.787908|-73.967476,40.787871|-73.975959,40.776217|-73.984484,40.779807|-73.985508,40.778401"
id3367822,East 19th Street,2nd Avenue,1560.0,219.3,5,East 19th Street|3rd Avenue|Saint Mark's Place|2nd Avenue|2nd Avenue,204.5|866.2|216.3|273|0,30.3|124.3|28.2|36.5|0,depart|turn|turn|turn|arrive,right|left|left|right|arrive,"-73.982816,40.735482|-73.984936,40.736376|-73.989902,40.729558|-73.987672,40.728595|-73.989238,40.726447"
id1871272,West 53rd Street,West 47th Street,870.6,81.0,4,West 53rd Street|9th Avenue|West 47th Street|West 47th Street,275.8|477.8|116.9|0,27.5|40.5|13|0,depart|turn|turn|arrive,none|left|right|arrive,"-73.984721,40.764152|-73.987575,40.765367|-73.990316,40.761606|-73.991529,40.762117"
id3269511,West End Avenue,West 72nd Street,2787.3,241.8,5,West End Avenue|West 96th Street|Broadway|West 72nd Street|West 72nd Street,580.1|124.1|1981.1|102|0,59.2|12.3|161.6|8.7|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.969884,40.799822|-73.973207,40.795253|-73.971919,40.79471|-73.982107,40.778799|-73.981057,40.778344"
id1425848,East 18th Street,Allen Street,2754.7,386.1,7,East 18th Street|3rd Avenue|Cooper Square|Bowery|Grand Street|Allen Street|Allen Street,199|791.9|311|1002|330.7|120.2|0,28.4|108.7|40.7|140.7|52.3|15.3|0,depart|turn|new name|new name|turn|turn|arrive,left|right|straight|straight|left|left|arrive,"-73.987425,40.736662|-73.985362,40.735791|-73.989902,40.729558|-73.991603,40.727114|-73.994812,40.718458|-73.991176,40.717343|-73.990674,40.718354"
id0720048,Lexington Avenue,East 69th Street,1273.7,120.5,3,Lexington Avenue|East 69th Street|East 69th Street,1213.2|60.5|0,111.9|8.6|0,depart|turn|arrive,left|right|arrive,"-73.956654,40.778032|-73.96362,40.768485|-73.964246,40.768751"
id1178164,Madison Avenue,East 69th Street,3770.3,401.0,3,Madison Avenue|East 69th Street|East 69th Street,3629|141.3|0,380.7|20.3|0,depart|turn|arrive,left|left|arrive,"-73.987689,40.741293|-73.966848,40.769846|-73.968314,40.770463"
id2321599,West 14th Street,10th Avenue,824.6,108.7,3,West 14th Street|10th Avenue|10th Avenue,607.7|216.9|0,80.6|28.1|0,depart|turn|arrive,left|right|arrive,"-74.001869,40.739481|-74.008181,40.742122|-74.00697,40.743841"
id1295201,Madison Avenue,10th Avenue,5226.2,474.9,11,Madison Avenue|East 70th Street|Park Avenue|East 66th Street|65th Street Transverse|West 66th Street|Columbus Avenue|9th Avenue|West 29th Street|10th Avenue|10th Avenue,12.3|144.5|319|299.5|888.3|273.5|555.3|2412.8|270.7|50.3|0,4.8|24.9|31.1|23.6|60.3|24.7|44.8|220.9|34.2|5.6|0,depart|turn|turn|turn|new name|new name|turn|new name|turn|turn|arrive,left|right|right|right|straight|straight|left|straight|right|right|arrive,"-73.966459,40.770379|-73.966389,40.770476|-73.964886,40.76985|-73.966716,40.767339|-73.969825,40.768646|-73.978728,40.772417|-73.981573,40.773602|-73.984777,40.769241|-73.998626,40.750257|-74.00143,40.751445|-74.001148,40.751844"
id1478565,East 43rd Street,1st Avenue,4321.4,354.1,6,East 43rd Street|3rd Avenue|3rd Avenue|East 57th Street|1st Avenue|1st Avenue,48.8|955.4|165.5|445.1|2706.6|0,11.1|76.8|14.4|35.9|215.9|0,depart|turn|fork|turn|turn|arrive,left|right|slight right|right|left|arrive,"-73.97342,40.751215|-73.973925,40.751429|-73.968457,40.758954|-73.967538,40.76026|-73.962922,40.758313|-73.947381,40.779611"
id3087955,7th Avenue,7th Avenue,1368.0,181.1,2,7th Avenue|7th Avenue,1368|0,181.1|0,depart|arrive,none|arrive,"-73.983691,40.760484|-73.991551,40.749723"
id1044190,5th Avenue,Central Park West,1480.4,158.5,4,5th Avenue|79th Street Transverse Road|Central Park West|Central Park West,275.9|973.4|231.1|0,28.8|110.5|19.2|0,depart|turn|turn|arrive,right|right|right|arrive,"-73.962146,40.779163|-73.963749,40.777|-73.971734,40.782037|-73.970417,40.78386"
id2239919,1st Avenue,8th Avenue,4805.2,455.1,6,1st Avenue|1st Avenue|1st Avenue Tunnel|East 49th Street|8th Avenue|8th Avenue,1917.5|16.8|673.3|1925.2|272.4|0,222|0.9|46|149.9|36.3|0,depart|fork|fork|turn|turn|arrive,none|slight left|slight right|left|right|arrive,"-73.981541,40.732742|-73.970566,40.747842|-73.970515,40.747988|-73.966596,40.753255|-73.986566,40.761668|-73.984997,40.763809"
id2335531,Central Park West,East 40th Street,3646.9,320.1,6,Central Park West|65th Street Transverse|East 65th Street|Lexington Avenue|East 40th Street|East 40th Street,199.1|885.6|466.4|2011.2|84.6|0,20.4|60.1|40.5|187|12.1|0,depart|turn|new name|turn|turn|arrive,right|right|straight|right|left|arrive,"-73.980345,40.770219|-73.979193,40.771782|-73.970281,40.768025|-73.965445,40.765984|-73.976987,40.750156|-73.97611,40.749786"
id0742296,9th Avenue,East 48th Street,1770.0,168.0,5,9th Avenue|West 50th Street|5th Avenue|East 48th Street|East 48th Street,224|1132.2|159.4|254.5|0,23.7|86|19.7|38.6|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.987659,40.765253|-73.988943,40.76349|-73.977201,40.758538|-73.978116,40.757284|-73.975475,40.756174"
